N#CCC1(n2cc(-c3c(C#N)cnc4[nH]ccc34)cn2)CN(C2CCN(C(=O)c3cc(Br)cc(Br)c3)CC2)C1,117.63
N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(C2CCN(Cc3cc(Br)nc(Br)c3)CC2)C1,102.55
N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(C2CCN(Cc3ccnc(Br)c3)CC2)C1,102.55
N#CCC1(n2cc(-c3c(C#N)cnc4[nH]ccc34)cn2)CN(C2CCN(C(=O)c3cc(Br)ccc3Br)CC2)C1,117.63
N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(C2CCN(C(=O)c3cccc(Br)c3)CC2)C1,106.73
N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(C2CCN(C(=O)Nc3cscc3Br)CC2)C1,118.76
N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(C2CCN(C(=O)c3ccsc3Br)CC2)C1,106.73
C#CCN(C1CCOC1)C1CCN(c2ncnc3[nH]ccc23)C1,57.279999
c1ccc(CC2Nc3ccccc3-c3ccnc4[nH]cc2c34)cc1,40.709999
C1=CCOCc2cccc(c2)-c2ccnc(n2)Nc2cc(cc(OCCN3CCCC3)c2)COC1,68.739998
C1=CCOCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2cccc(c2)COC1,68.739998
C1=CCOCc2cc(ccc2OCCN2CCCCC2)Nc2nccc(n2)-c2cccc(c2)COC1,68.739998
C1=CCOCc2cccc(c2)-c2ccnc(n2)Nc2cc(cc(OCCN3CCOCC3)c2)COC1,77.970001
c1ccc(CN2CCCC(n3nnc4cnc5[nH]ccc5c43)C2)cc1,62.630001
c1cc2c(ncc3ncn(C4CCNCC4)c32)[nH]1,58.529999
c1cc2c(ncc3nnn(C4CCNCC4)c32)[nH]1,71.419998
C1=CCOc2cccc(c2)Nc2nccc(n2)-c2cccc(c2)OCC1,56.27
C1=CCOCc2cc(ccc2N2CCNCC2)Nc2nccc(n2)-c2cccc(c2)COC1,71.540001
c1cc(-c2ccc3[nH]ccc3c2)nc(Nc2ccc(N3CCOCC3)cc2)n1,66.07
c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,50.279999
C1=CCOCc2cc(ccc2N2CCOCC2)Nc2nccc(n2)-c2cccc(c2)COC1,68.739998
c1ccc2c(c1)NCc1c[nH]c3nccc-2c13,40.709999
CC(O)=NCCCN1CCC(n2cc(N=C(O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,125.65
CC(O)=NCCCN1CCC(n2cc(N=C(O)C(C(=N)N)=C3N=CC=CN3)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,169.73
CC(=O)N1CCC(N2CCC(n3cc(N=C(O)c4c(N)nn5cccnc45)c(-c4cc(Cl)ccc4OC(F)F)n3)CC2)CC1,139.39
CC(=O)N1CCC(NC(=O)Nc2cnc3[nH]ccc3n2)CC1,103.01
CC(=O)N1CCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)CC1,86.800003
CC(=O)N1CCC(CN2CCC(n3cc(N=C(O)c4c(N)nn5cccnc45)c(-c4cc(Cl)ccc4OC(F)F)n3)CC2)CC1,139.39
CC(=O)N1CCCC(NC(=O)Nc2cnc3[nH]ccc3n2)C1,103.01
CC(=O)N1CCCC(Nc2nc(C)ccc2-c2cnc3[nH]cc(Cl)c3n2)C1,86.800003
CC(=O)N1CCCC(Nc2nc(C)ccc2-c2cnc3[nH]ccc3n2)C1,86.800003
CC(=O)N1CCCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,86.800003
CC(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]ncc3n2)C1,99.690002
CC(=O)N1CCCC(Nc2ncccc2-c2cnc3cc[nH]c3n2)C1,86.800003
CC(=O)N1CCCC(Nc2ncccc2-c2cnc3ccn(C)c3n2)C1,75.940002
CC(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,86.800003
CC(=O)N1CCN(S(=O)(=O)c2ccc(Nc3nn(C4CCCCC4C#N)cc3C(=N)O)cc2)CC1,155.41
CC(=O)N1CCN(c2ccc3cc2COCC=CCOCc2cccc(c2)-c2ccnc(n2)N3)CC1,79.82
CC(=O)N1CCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,86.800003
CC(=O)NC1CCc2ccc(Oc3cnc4[nH]cc(C(=O)NC(C(=O)N5CC(C#N)C5)C(C)(C)C)c4n3)cc21,153.10001
CC(=O)NC1CCc2ccc(Oc3cnc4[nH]cc(C(=O)NC(C(=O)N5CC(C#N)C5)C5CC5)c4n3)cc21,153.10001
CC(=O)Nc1ccc(-c2cc(C)nc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,79.379997
CC(=O)Nc1ccc(-c2cc(Nc3ccc(N4CCOCC4)cc3)ncn2)cc1,79.379997
CC(=O)Nc1ccc(-c2ccnc(NC3CCCC(NC(=O)c4c(Cl)cccc4Cl)C3)n2)cc1,96.010002
CC(=O)Nc1ccc(-c2ccnc(NCCCNC(=O)c3c(Cl)cccc3Cl)n2)cc1,96.010002
CC(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,79.379997
CC(=O)Nc1ccc(-c2ccnc(Nc3cccc(NC(=O)c4c(Cl)cccc4Cl)c3)n2)cc1,96.010002
CC(=O)Nc1ccc(-c2ccnc(Nc3cccc(NC(=O)c4c(Cl)cccc4Cl)n3)n2)cc1,108.9
CC(=O)Nc1ccc(-c2ccnc(Nc3cccc(NC(=O)c4ccccc4)c3)n2)cc1,96.010002
CC(=O)Nc1ccc(-c2ccnc(Nc3cccc(NC(=O)c4ccccc4Cl)c3)n2)cc1,96.010002
